title,price,link
Micro-ondas Pmo38e 127v,799,https://produto.mercadolivre.com.br/MLB-3780459121-micro-ondas-pmo38e-127v-_JM#polycard_client=offers&wid=MLB3780459121&sid=offers
Kit Com 4 Cuecas Boxer Sem Costura Algodão Confortável Zorba,116,https://produto.mercadolivre.com.br/MLB-4445746114-kit-com-4-cuecas-boxer-sem-costura-algodo-confortavel-zorba-_JM#polycard_client=offers
"Notebook Acer Aspire 3 Intel Core I3 - N305, 8g Ram, 256gb Ssd, Windows 11 Home, Tela 15,6  Full Hd - A315-510p-34xc",3.054,https://produto.mercadolivre.com.br/MLB-3448238677-notebook-acer-aspire-3-intel-core-i3-n305-8g-ram-256gb-ssd-windows-11-home-tela-156-full-hd-a315-510p-34xc-_JM#polycard_client=offers&wid=MLB3448238677&sid=offers
Omegafor Plus Ultra Concentrado Omega 3 240caps Vitafor Nfe,369,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Ff%2B80m1fFZwWs7zF9ClHLfaqa7zSqTy06IzlTy871%2BuWPHeW3bYTxdLhNnnndnXSFxObGZeShy%2FSocsn3%2BeYu7T3pZ%2B4%2FVzRhVJeTaQoFPJA6ANV7cgb5gZMQe0MdHQqsaec%2FQ%2BOzpKWppW1L1saiPPN4ZZlTZEvVm%2B%2FVWmfbsxN%2Bu0LXE6Nbqm6qDZigPZsOZftTCU14kemBPcjCB2T3Thoo8ZUhjdgWc4ELDWu4PrrFRi8lLNvjAiZT0e0rdPI5jWfv5Ngq2%2FBd2Q%2FnnR6hHtMVIbiaWnUvdKPmrgzW52R%2FxK0lFJhGUKSRSzJEtq8ExdhsCtzU7LAdwLWLRLRBe%2Bxlmmke3VxmlowzpMp%2BZxvz1o27wgsXGsC7fhXrmvhnbuGCLok1g3XjahYRMIZ0fymQzKiar4DZ%2FsQeGw5%2B5aa%2FcUaQV8aylTR8hj7Q6AVgRqWbG9gsNN6u6H7B%2BXsC2669%2FFN6n78TXegsWReelYJLSeSl5c6iv40Ji9uEuB8KI8%2FL9rVv4jAx4NhuglsT%2B4oRbhlPkYd7oj%2FUsoIw%2B2Da40jLzE22cUC%2BfPsw3ft4Hmq&e=mclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmax-bid-item-factor%2B23927%2Cmclics%2Foverride-min-seasonality%2B49092%2Cmclics%2Fdiscard-bid-lt-min%2B45362#polycard_client=offers
Smart Tv Samsung Bet-m Full Hd 43  110v/220v,2.799,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1JoEWG0Cgpxu679vY%2FmEdBcJuwtZx7EcpKWlHxAL2qipJ3P20s5YUlSu1sA%2F9I06RiMo1Hb%2FCadDJ1dzWm3WUaDN4rXhHhtIvngmtR5vOBTDjceSl6evcKiyQPxVcfcO40gnoG3fF4LW%2B4pbcUTnDi0%2FNVTwVsFp8XsKkoRmjbqrzT43DlonH%2BwNkHqu7SGNDBmd8V%2BLy2HYii2fuNqyyl%2Fs6iRpkkZ9fesVmk3sKw%2FLTRp%2FZCWLySglFBZvDPzZRgwaG2ZU%2FWSvBblsCpXsjCmVDANj2oD9IBHLP8U%2F8MYw1Yi0CRel4vzZnthtu1nosZB3UpfPF%2BjE6cBgoOckAUC%2B7Ho22LyqqebsorCAz4sbRHxs6vnpwcS2OPgkoKF1dE5D3GBGxfWtQ5ybspfqi%2B7MFjG25TZxul5QBqiATuYWE3b0WrQYXhU0XugVPhBgkQqfom96%2FPCEnBS7Se%2BN61AJ%2B%2BV3uqib2Gkx7BfTVoOro8Y4npVQ6DQwvFXMTMKl5e1pxAdaKW7%2BmYM%2FY1OraiM3MCpP9L4%2B1B%2FWHwppmUeklmIwHX%2BfYr4F2k7GpdgHthhpQBTrLPIIJrVoRYL8BfgR%2FZw%3D&e=mclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmax-bid-item-factor%2B23927%2Cmclics%2Foverride-min-seasonality%2B49092%2Cmclics%2Fdiscard-bid-lt-min%2B45362#polycard_client=offers&wid=MLB1818322995&sid=offers
Celular Samsung Galaxy M55 5g Dual Sim 256 Gb Azul Escuro 8 Gb Ram,2.831,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=q1cUvRp0wQu93rGImRt2IuhJbTu%2BHP7CgbrCu1Fs9YNPb8t5GlyD0KVz33UHqClnEn%2BJXk%2F%2FSoeZhkOpgGvvm6NibKF7hnYn9lmlGnaIChegQz%2FtLrG9MXHlOg74XE111uSZ4LIVwO2NuBrEKSMoKhGWw1QogNzb9kLXFlM6mEBtiAHdPg5PFzyCF9tLHVN8ykd1xrLC5bL71VJE61zrCANJ8Dz8dq3Mr1KDxMIklTyrznGlPm3OPT0zBRd3mtAUmnZPrlo7xp1Aq43jYB94CEVd4bnr5Xw0U1xDeOFlRUUk9Bqh05jt5vpZCrx0DyPUlBa0paQJfHBOoJg3v%2FonPaxfQ88yEM6pQhmb6yLOSYZH8IIPC1YbWT8cty9FZUDKd%2F%2BWnj2i%2BplVXMyKrOT%2BELJ1XSKyOEOGv%2BVxXN7z6acgIh08Cyeujo204TleCfWuPwaTvUdYWh3OjCC3hGNBMVXs3lsowIeSqyXFYP4vwIiNGet8En7tSr%2BbYWrj0UjyfkEmK36zJha4atS9%2BQ8URIeBI9JQUoUku4UgKUplGlK0ADKd%2F6ZcY4pIPrIWN9xtugI1eXZwHSQ8LXVslvjoNfUD5fRRZOYNUgvecUvJVJajD3JZIyUiXRQF&e=mclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmax-bid-item-factor%2B23927%2Cmclics%2Foverride-min-seasonality%2B49092%2Cmclics%2Fdiscard-bid-lt-min%2B45362#polycard_client=offers&wid=MLB4985798050&sid=offers
"Fritadeira Air Fryer Elétrica Start Fry 3,5l 110v Elgin",299,https://produto.mercadolivre.com.br/MLB-3820297539-fritadeira-air-fryer-eletrica-start-fry-35l-110v-elgin-_JM#polycard_client=offers&wid=MLB3820297539&sid=offers
Smart Tv Led 32 Hd Samsung Ls32betblggxzd 2 Hdmi 1 Usb Preto,1.356,https://produto.mercadolivre.com.br/MLB-3711740639-smart-tv-led-32-hd-samsung-ls32betblggxzd-2-hdmi-1-usb-preto-_JM#polycard_client=offers&wid=MLB3711740639&sid=offers
Motorola Moto G24 128gb Grafite 4gb Ram,1.208,https://produto.mercadolivre.com.br/MLB-4559453352-motorola-moto-g24-128gb-grafite-4gb-ram-_JM#polycard_client=offers&wid=MLB4559453352&sid=offers
Creatina Monohidratada 500g Soldiers Nutrition Sabor Natural,78,https://produto.mercadolivre.com.br/MLB-2794699684-creatina-monohidratada-500g-soldiers-nutrition-sabor-natural-_JM#polycard_client=offers&wid=MLB2794699684&sid=offers
Micro-ondas Cm020bf 20 Litros Espelhado Com Função Descongelar Cor Cinza E Inox Consul 127v,846,https://produto.mercadolivre.com.br/MLB-1860884941-micro-ondas-cm020bf-20-litros-espelhado-com-funco-descongelar-cor-cinza-e-inox-consul-127v-_JM#polycard_client=offers&wid=MLB1860884941&sid=offers
Tênis Corrida Galaxy 7 adidas,399,https://produto.mercadolivre.com.br/MLB-4751449064-tnis-corrida-galaxy-7-adidas-_JM#polycard_client=offers
Caixa De Som Bluetooth Partybox Club 120 Jbl - Preta,2.699,https://produto.mercadolivre.com.br/MLB-3839852717-caixa-de-som-bluetooth-partybox-club-120-jbl-preta-_JM#polycard_client=offers&wid=MLB3839852717&sid=offers
Smart Tv Samsung Bet-b Hd 32  Bivolt,1.748,https://produto.mercadolivre.com.br/MLB-3770863069-smart-tv-samsung-bet-b-hd-32-bivolt-_JM#polycard_client=offers&wid=MLB3770863069&sid=offers
Samsung Galaxy A15 128 Gb Azul Escuro 4 Gb Ram,1.198,https://produto.mercadolivre.com.br/MLB-4477714842-samsung-galaxy-a15-128-gb-azul-escuro-4-gb-ram-_JM#polycard_client=offers&wid=MLB4477714842&sid=offers
Impressora Multifuncional Hp Multifuncional Smart Tank 584 127/220v,800,https://produto.mercadolivre.com.br/MLB-4552145714-impressora-multifuncional-hp-multifuncional-smart-tank-584-127220v-_JM#polycard_client=offers&wid=MLB4552145714&sid=offers
"Maquina De Lavar Roupas Colormaq Automática 11,5 Kg 127",2.199,https://produto.mercadolivre.com.br/MLB-3687501883-maquina-de-lavar-roupas-colormaq-automatica-115-kg-127-_JM#polycard_client=offers&wid=MLB3687501883&sid=offers
Mercado Pago: Point Pro2 - A Maquininha De Cartão + Completa,199,https://produto.mercadolivre.com.br/MLB-4081964918-mercado-pago-point-pro2-a-maquininha-de-carto-completa-_JM#polycard_client=offers
Creatina Monohidratada 1kg 100% Pura Soldiers Nutrition Sem Sabor,239,https://produto.mercadolivre.com.br/MLB-2766771378-creatina-monohidratada-1kg-100-pura-soldiers-nutrition-sem-sabor-_JM#polycard_client=offers&wid=MLB2766771378&sid=offers
Smart Tv 32 Britânia Btv32g7pr2csblh Led Dolby Audio,1.199,https://produto.mercadolivre.com.br/MLB-3807122571-smart-tv-32-britnia-btv32g7pr2csblh-led-dolby-audio-_JM#polycard_client=offers&wid=MLB3807122571&sid=offers
Samsung Galaxy A35 5g Dual Sim 256gb Azul Escuro 8 Gb Ram,2.898,https://produto.mercadolivre.com.br/MLB-3767334695-samsung-galaxy-a35-5g-dual-sim-256gb-azul-escuro-8-gb-ram-_JM#polycard_client=offers&wid=MLB3767334695&sid=offers
Monitor Fmaxx 19'' Led Com Hdmi Vga Vesa 100v/240v Preto,499,https://produto.mercadolivre.com.br/MLB-5046707124-monitor-fmaxx-19-led-com-hdmi-vga-vesa-100v240v-preto-_JM#polycard_client=offers&wid=MLB5046707124&sid=offers
Bicicleta Spinning Com Roda De Inércia De 13kg Wct Fitness Cor Preto,2.290,https://produto.mercadolivre.com.br/MLB-2645813318-bicicleta-spinning-com-roda-de-inercia-de-13kg-wct-fitness-cor-preto-_JM#polycard_client=offers&wid=MLB2645813318&sid=offers
Modulo Taramps Ts400x4 400w 2 Ohms Rca Ts 400x4 4 Canais 100w Amplificador 400rms T400 4 Canais Potencia Taramps Som Para Carro Moto Caminhonete Automotivo,221,https://produto.mercadolivre.com.br/MLB-3333537967-modulo-taramps-ts400x4-400w-2-ohms-rca-ts-400x4-4-canais-100w-amplificador-400rms-t400-4-canais-potencia-taramps-som-para-carro-moto-caminhonete-automotivo-_JM#polycard_client=offers&wid=MLB3333537967&sid=offers
Impressora Multifuncional Cor Epson Ecotank L3250 127/220v,1.449,https://produto.mercadolivre.com.br/MLB-5019603764-impressora-multifuncional-cor-epson-ecotank-l3250-127220v-_JM#polycard_client=offers&wid=MLB5019603764&sid=offers
Smart Tv 32'' Ptv32g7pr2csblh Roku Led Philco Bivolt,1.399,https://produto.mercadolivre.com.br/MLB-3723954177-smart-tv-32-ptv32g7pr2csblh-roku-led-philco-bivolt-_JM#polycard_client=offers&wid=MLB3723954177&sid=offers
Creatina Monohidratada 600g 100% Pura Soldiers Nutrition Sem Sabor,154,https://produto.mercadolivre.com.br/MLB-4063179466-creatina-monohidratada-600g-100-pura-soldiers-nutrition-sem-sabor-_JM#polycard_client=offers&wid=MLB4063179466&sid=offers
Tênis Daily 4.0 adidas,399,https://produto.mercadolivre.com.br/MLB-3746676359-tnis-daily-40-adidas-_JM#polycard_client=offers
Panela De Pressão Elétrica Itatiaia Midi 3 Litros Inox 110v,320,https://produto.mercadolivre.com.br/MLB-3802101011-panela-de-presso-eletrica-itatiaia-midi-3-litros-inox-110v-_JM#polycard_client=offers&wid=MLB3802101011&sid=offers
Samsung Galaxy A15 4g Dual Sim 256gb Verde Claro 8gb Ram ,1.375,https://produto.mercadolivre.com.br/MLB-4659941950-samsung-galaxy-a15-4g-dual-sim-256gb-verde-claro-8gb-ram-_JM#polycard_client=offers&wid=MLB4659941950&sid=offers
Smart Tv Led 43  Ultra Hd 4k LG 43ur781c0sa.bwz Preto Thinq Ai 3 Hdmi 2 Usb Wi-fi Bluetooth Hdr10,2.915,https://produto.mercadolivre.com.br/MLB-3409295125-smart-tv-led-43-ultra-hd-4k-lg-43ur781c0sabwz-preto-thinq-ai-3-hdmi-2-usb-wi-fi-bluetooth-hdr10-_JM#polycard_client=offers&wid=MLB3409295125&sid=offers
Micro-ondas Philco 20 L Pmo23bb Multifunções Branco 110v,903,https://produto.mercadolivre.com.br/MLB-3298064675-micro-ondas-philco-20-l-pmo23bb-multifuncoes-branco-110v-_JM#polycard_client=offers&wid=MLB3298064675&sid=offers
Notebook Samsung Galaxy Book4 Windows 11 Home Intel Core I3 8gb 256gb Ssd 15.6'' Full Hd Led 1.55 Kg Grafite,3.076,https://produto.mercadolivre.com.br/MLB-3817363337-notebook-samsung-galaxy-book4-windows-11-home-intel-core-i3-8gb-256gb-ssd-156-full-hd-led-155-kg-grafite-_JM#polycard_client=offers&wid=MLB3817363337&sid=offers
Monitor LG Gamer 21.5' Full Hd 75hz Freesync 22mp410-b.awzm Cor Preto 110v/220v,629,https://produto.mercadolivre.com.br/MLB-3204180993-monitor-lg-gamer-215-full-hd-75hz-freesync-22mp410-bawzm-cor-preto-110v220v-_JM#polycard_client=offers&wid=MLB3204180993&sid=offers
Motorola Moto G84 5g Dual Sim 256 Gb Viva Magenta 8 Gb Ram,1.999,https://produto.mercadolivre.com.br/MLB-3497187173-motorola-moto-g84-5g-dual-sim-256-gb-viva-magenta-8-gb-ram-_JM#polycard_client=offers&wid=MLB3497187173&sid=offers
Jogo Astro Bot Playstation 5 Mídia Física Standard Edition Sony,390,https://produto.mercadolivre.com.br/MLB-5067152948-jogo-astro-bot-playstation-5-midia-fisica-standard-edition-sony-_JM#polycard_client=offers&wid=MLB5067152948&sid=offers
Cooktop Mueller 5 Bocas Com Queimador Ultra Chama Preto Mcg115bg1 127v/220v,505,https://produto.mercadolivre.com.br/MLB-4471369020-cooktop-mueller-5-bocas-com-queimador-ultra-chama-preto-mcg115bg1-127v220v-_JM#polycard_client=offers&wid=MLB4471369020&sid=offers
"Tablet Samsung Galaxy A9+ 64gb, 4gb Ram, Tela 11  X216 5g Grafite",1.499,https://produto.mercadolivre.com.br/MLB-3548301667-tablet-samsung-galaxy-a9-64gb-4gb-ram-tela-11-x216-5g-grafite-_JM#polycard_client=offers&wid=MLB3548301667&sid=offers
"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I5, 8gb, 256gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",3.686,https://produto.mercadolivre.com.br/MLB-3817362533-notebook-samsung-galaxy-book4-windows-11-home-intel-core-i5-8gb-256gb-ssd-156-full-hd-led-155-kg-grafite-_JM#polycard_client=offers&wid=MLB3817362533&sid=offers
Micro-ondas Pmo23eb Limpa Fácil 20l Potência De 1100w Cor Branco Philco 220v,699,https://produto.mercadolivre.com.br/MLB-1963635453-micro-ondas-pmo23eb-limpa-facil-20l-potncia-de-1100w-cor-branco-philco-220v-_JM#polycard_client=offers&wid=MLB1963635453&sid=offers
Controle Joystick Sem Fio Sony Playstation 5 Dualsense Midnight Black,499,https://produto.mercadolivre.com.br/MLB-3711716049-controle-joystick-sem-fio-sony-playstation-5-dualsense-midnight-black-_JM#polycard_client=offers&wid=MLB3711716049&sid=offers
"Jogo C/ 4 Toalha De Banho Gigante 70 X 1,40 Toalhão Algodão",78,https://produto.mercadolivre.com.br/MLB-3846120886-jogo-c-4-toalha-de-banho-gigante-70-x-140-toalho-algodo-_JM#polycard_client=offers
Smartphone Motorola Moto G34 5g - 256gb 16gb Ram Boost Ai Camera 50mp Nfc - Vanilla,1.529,https://produto.mercadolivre.com.br/MLB-4471894184-smartphone-motorola-moto-g34-5g-256gb-16gb-ram-boost-ai-camera-50mp-nfc-vanilla-_JM#polycard_client=offers&wid=MLB4471894184&sid=offers
Silent Hill 2 Ps5 Midia Fisica,470,https://produto.mercadolivre.com.br/MLB-3832856141-silent-hill-2-ps5-midia-fisica-_JM#polycard_client=offers
"Notebook Asus Vivobook Go E1504ga Intel Core I3 N305 8gb Ram 512gb Ssd Windows 11 Tela 15,6  Fhd Silver - Nj435w",2.624,https://produto.mercadolivre.com.br/MLB-3660429017-notebook-asus-vivobook-go-e1504ga-intel-core-i3-n305-8gb-ram-512gb-ssd-windows-11-tela-156-fhd-silver-nj435w-_JM#polycard_client=offers&wid=MLB3660429017&sid=offers
,,
Ventilador Parede Industrial Oscilante 60cm Kit 04 Ventisol 110v,1.199,https://produto.mercadolivre.com.br/MLB-5019446466-ventilador-parede-industrial-oscilante-60cm-kit-04-ventisol-110v-_JM#polycard_client=offers&wid=MLB5019446466&sid=offers
Smart Tv LG 32 Led Thinq Ai Hrd10 Webos 32lr600 2024,1.365,https://produto.mercadolivre.com.br/MLB-3762709747-smart-tv-lg-32-led-thinq-ai-hrd10-webos-32lr600-2024-_JM#polycard_client=offers&wid=MLB3762709747&sid=offers
Carrinho De Bebê Guarda Chuva Modo Berço Link Maxi Baby,479,https://produto.mercadolivre.com.br/MLB-4303610664-carrinho-de-beb-guarda-chuva-modo-berco-link-maxi-baby-_JM#polycard_client=offers
Mercado Pago: Point Pro2 - A Maquininha De Cartão + Completa,199,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=6lrn9fiVQOLWw9VWajy%2F0%2FhoklQWFL9Gm3AwKYITXSRKYEzeT3q0EcmXUyD8LU7S7ClE9GvtB4T2%2B3OOT27zN5djPZEs36fo7Qxubg1G5FAPgDlyAu4Pconn2JvCMIoxtlmzay0dDz0oCJl%2FiuJPXhJWzsVlPR84HJ%2FziOFd4xmqfJK%2F8LHDWKv%2B4ippIXyw3AADk0AWn7PrYbp0VH6c0Bl%2B5ZJQn%2B7F7B2fOm1vrVhCkIHMb%2BCXy2RmSVDncPiSceg%2FDKuMJBpwGtn45EZ%2Bz4oGkfr1knEDcFvO2QhYbQWNWitf2AQV%2BL4tODpxVUoYUmEY2yWIZzPhMO45EXryOBBqLK3fuVgHOnAlsdJqRQEIrokSJVAoBSbJPS3lvd4n2%2F2q7C5Jh%2Bo%2FaPqahQMCnla%2FuHQxyxD%2FSx4SNtCeI0MFBMFT0fNprhwJC41VCHwokHAmaerHDWW5s0lXJDJ8ZmKJagDnxv0L4G0ArEIl%2F2aMejFchJjkkQzvwHYSxD%2FBuyjS%2BwY%2BaqDFmboM5h3FuMQf%2FMHkqXH7LB4ecv0dPfYmiv9jXU%2FnkGq0bvk%3D&e=mclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmax-bid-item-factor%2B23927%2Cmclics%2Foverride-min-seasonality%2B49092%2Cmclics%2Fdiscard-bid-lt-min%2B45363#polycard_client=offers
Máquina De Lavar Bwk13ab 13kg Branca Brastemp Cor Branco 110v,2.459,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1y5DmVwqq3lTjtfq2O06aUNKAnnVyM5es4ID4Frk4Caite3bbufCRTS7rXV%2FFPEaxFjwMTv9clDkeuzybfIV75Bjvx%2BcZKAQFZrddgL5tI6vfONlqlTLexXq4qMUJ8e96e0hcHMsMZQrrCi%2BoA2rUmf92Qnw6rBTi8iZmTgkRJfdZm8AvbDhN%2B%2Bcx5rO%2FCA1ZxnKliWJdtWJRBZ7nflYqSZmuXSo3RCj%2BWD2dA0V6vnl4dqOzRiuXwxC6ZBAxByWrnn3DYOPUCYkeJ7LJ6qETD12C5sM1AzJM7NXG8qu%2B8uUp1IV0cXSFEcCacYZCJnrw955kUIlxJH0VZt7mHeCe5LB6kOO1pTXzmuBL13nx2%2BOQLLQxenqkSxzQ3jkP7tXHhSXAHbRwLTfk5RTsHLkyVQvK1MRqeanWCGMvvLH5aEEEAYvJu6m1%2FSOWiWYrFw7yY1T9lQ%2F17sowJbkMgoXmtuRbfx7lvNAhYdjLwS0AkfLY6Swq1KlgLoVJlgOyyX7PR5gvQOxfCK9hjFswzB44lpqngJE0jgAY8S4m5mDdL98JwIv3Wxa%2F%2B%2BB6vfH%2B82Fg1dPHM196CQGQhvLyvGiLGiI2aXyA4G5koJwnzzeNmXSCMs%3D&e=mclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmax-bid-item-factor%2B23927%2Cmclics%2Foverride-min-seasonality%2B49092%2Cmclics%2Fdiscard-bid-lt-min%2B45363#polycard_client=offers&wid=MLB3802400713&sid=offers
